# Cluster Centers: Array(DenseVector(-5.282522527473871, -6.501241079454552),
# DenseVector(2.1260052694003484, -7.203408676821976),
# DenseVector(2.8039564372765904, -5.000126599670262),
# DenseVector(-1.906083824188858, 5.982192780927371),
# DenseVector(-6.310110827525127, 1.361488232546402),
# DenseVector(2.0165506971781753, 6.304959893696159),
# DenseVector(0.7201297235318902, -2.0559370077351438),
# DenseVector(7.7494185436603535, 3.485296604305116),
# DenseVector(4.3971147398819355, -8.398952329499368),
# DenseVector(-14.800122696383335, 3.980913869986545))
# points
1.3019017024847535 7.779060243713824
2.817564876482297 6.766329822346228
1.6596293995174465 6.667509369129923
-14.21649218239451 4.01372504318737
-5.4002377350749295 -5.391036319515778
-4.5740475456644205 -7.713599151910474
0.025005059692590148 5.08520910949661
2.5866898474202222 6.05625594869681
1.816627471431582 6.065895995051222
1.8845250033249585 5.902183499930947
2.5136362374519337 7.63553854257024
1.6129646132689646 8.723111382303397
-5.957542879994812 0.8065334788728066
-7.271218975310038 1.778256278224942
2.233803095172099 5.7337900340986865
0.3559135807737488 -6.575100596825144
2.5328098771961542 5.7024614667445555
3.1419243591988426 5.911152580537945
-7.006323783743944 0.5110478310351522
2.944389619260331 -3.9315089970153956
1.9431680919823715 6.068058603024734
-1.1877031866433962 6.218223308291755
2.4817194657761545 -5.390712366920403
1.716621493920466 -6.9432304471643285
1.2133466269728796 3.721739097808592
2.6245541640202554 -6.234882123566079
1.9855721153742734 -2.156124873927902
3.033268872883575 7.619448464916653
4.399528744549441 5.515519482665023
-4.5847985673171605 1.1165826294873482
-3.2328117974801933 5.24391522269609
-14.196006242607673 6.046104033025171
1.189502725897059 5.104835451936019
2.1460673096691174 4.931726354644621
0.3774411869283403 6.614222685244366
0.5530463578929883 -5.198730506225864
-0.6746636424366956 6.173916317986827
1.2531509815249393 -6.968692619697046
2.439681940960648 7.296636920842749
1.2110636953865939 6.69452043939999
-15.095573599681888 2.859557695008492
3.375475508261488 -6.867644757605795
2.4358065029530453 6.9539617315273725
-3.8147235760146425 -5.508849419367097
3.220215423295946 7.750066656256553
3.236750003254338 6.887971761447016
4.814790236714323 -5.2565424927552025
-17.195831769270367 3.3809914922134396
0.9316070697309669 5.939480518602497
2.5275258731012267 0.21195459404627082
-5.674706243573304 0.15470722810042092
2.0526591492645867 5.095270980465512
0.5509003995884216 -0.8956073273400076
0.395125170027262 6.814486446726013
-5.463814972825933 -6.171769682219874
-4.807023024293138 -4.955286078403913
0.9871804226062733 -1.8333103110733595
1.6750574581616346 7.526156960273826
1.8501733590610956 -3.727640494206092
-14.257299500197961 4.819276573613164
1.857019824314242 7.100340080875102
-4.2325962593552555 1.173984604603494
2.5678208627226855 5.9369378601665215
-6.30152522119036 1.7206128222172767
3.0361626159861554 -5.537615571141812
-15.486510292417396 4.16649867199586
-6.097481220652399 0.07386303866462751
2.8746109634275463 -6.608353887022959
-6.815061140017037 2.158403413044959
6.109768876756789 4.845095006215905
2.233644322516687 6.550081713676506
2.6426255162350523 -5.248263595633833
1.7457290849617177 7.0019734727956395
3.016838664340927 -5.5939693754216995
2.3389948212181846 5.861900792052783
2.2537852136599157 5.851087075728908
1.9749325078049196 5.254213578438544
1.8984783032790322 5.728022980554173
2.227483464957488 -7.514065168521265
2.830022743020382 -6.473132215386542
-4.9739930063002795 -7.013283816658031
-5.7267696045340495 1.017155336660763
1.4266689149140026 6.929638942981578
3.068865311853516 -7.109812322562343
2.1838030239474997 -7.196946157038143
2.4334738926293253 6.778038247998591
6.640941899705183 -8.91522027418262
0.8880376032647583 6.7342758203559585
1.2126778624620163 6.320424124767849
3.867856528902166 7.135568285379907
3.1569768194021086 6.122080986605685
1.5235900104834985 5.298938361782192
-5.406323805994486 0.9422196778087301
1.4231595621639461 5.126856769623259
2.726020178402675 -5.523229048648967
1.3510380214808904 7.2463737734800535
-5.6672151370705155 0.819144328452413
3.6644836081872745 -8.94591253077219
2.0246065340090498 6.947605820976917
-6.407277324287986 0.02532676105180487
-0.08434998071217548 5.853169696125795
7.2578488162225145 -7.540233226363829
2.1457549533162945 -6.6578957431131975
7.219674547869382 4.937932975175405
-6.193350850791655 2.690015426658511
1.4043558177977615 6.846713467767529
-1.3473667082389054 5.55717781863572
3.197172440348023 -7.465011821352916
-5.521033008735882 -6.624731760357939
3.251653066901748 6.332149124786942
3.432965068303618 6.964724569208678
2.1259927193995756 -7.766622597041941
2.5159376009929755 -7.127172493713221
1.4691322421064232 7.183873685050339
-14.287465042125374 3.195534240402548
-5.141388615465933 1.9648966273499489
2.7305952010018872 7.469549676341836
2.437763785727539 6.247243742373733
-1.107058754666557 4.3698021987745514
1.7971944324793812 6.992763415245851
1.187532602657135 7.2141567203090515
-14.61381831382765 5.577403097606233
1.5762650442314607 7.436074988365437
6.7102653177456055 2.767127130594585
1.621740821179481 6.573205103676107
-3.536986002948531 -6.657439663874973
1.4360802294322128 -9.54294746972628
3.0544836184632267 6.364054647894244
0.705302595967541 5.260155283738538
